                                                                                                                                                                                                                                                                                                                                                       2 Mar 2020 12:02:49
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SunSat2


Entrance Pass Number      Entrance Time (UTCG)      Entrance Altitude (km)    Entrance Latitude (deg)    Entrance Longitude (deg)    Entrance Flux intensity (m^-2*sec^-1*Sterad^-1)    Exit Pass Number        Exit Time (UTCG)        Exit Altitude (km)    Exit Latitude (deg)    Exit Longitude (deg)    Exit Flux intensity (m^-2*sec^-1*Sterad^-1)    Duration (sec)
                3107     4 Nov 2020 10:11:55.123               1689.912331                     17.457                     -55.085                                        7892150.879                3107     4 Nov 2020 10:32:00.150           1697.206896                -41.106                 -75.820                                    7892048.340          1205.028
                3108     4 Nov 2020 12:13:39.891               1689.091635                     13.102                     -86.600                                        7892235.107                3108     4 Nov 2020 12:30:32.168           1695.411287                -36.160                -103.555                                    7892229.004          1012.277
                3109     4 Nov 2020 14:12:54.683               1689.625538                     16.057                    -115.685                                        7891828.003                3109     4 Nov 2020 14:27:58.393           1692.688847                -28.004                -130.265                                    7892051.392           903.710
                3109     4 Nov 2020 15:12:10.071               1690.163089                    -18.605                      50.145                                        7891820.068                3110     4 Nov 2020 15:26:05.656           1691.025213                 22.163                  36.854                                    7892030.029           835.585
                3110     4 Nov 2020 16:11:15.553               1690.888473                     21.631                    -143.835                                        7891828.003                3110     4 Nov 2020 16:25:02.186           1690.184962                -18.702                -156.972                                    7891868.896           826.633
                3110     4 Nov 2020 17:11:29.339               1690.813675                    -21.336                      21.028                                        7891821.899                3111     4 Nov 2020 17:28:13.765           1692.573836                 27.629                   4.782                                    7891935.425          1004.426
                3111     4 Nov 2020 18:09:53.458               1692.193189                     26.363                    -172.182                                        7892061.157                3111     4 Nov 2020 18:21:35.327           1688.397510                 -7.863                 176.533                                    7891967.773           701.869
                3111     4 Nov 2020 19:10:22.009               1691.898473                    -25.353                      -7.590                                        7892239.380                3112     4 Nov 2020 19:28:04.155           1692.209280                 26.417                 -24.824                                    7892166.138          1062.146
                3112     4 Nov 2020 21:07:34.714               1694.716974                    -34.180                     -34.165                                        7892251.587                3113     4 Nov 2020 21:25:35.241           1690.125295                 18.436                 -52.042                                    7892236.328          1080.527
                3113     4 Nov 2020 23:05:32.094               1697.091198                    -40.793                     -61.194                                        7892175.293                3114     4 Nov 2020 23:24:02.357           1689.100981                 13.159                 -80.341                                    7892268.066          1110.263
                3114     5 Nov 2020 01:06:26.856               1696.402102                    -38.914                     -92.169                                        7891862.793                3115     5 Nov 2020 01:25:06.395           1689.523051                 15.530                -111.189                                    7891822.510          1119.540
                3115     5 Nov 2020 02:18:07.789               1688.180486                      5.289                      60.437                                        7891896.362                3115     5 Nov 2020 02:26:06.595           1690.048177                -18.087                  52.917                                    7892114.868           478.806
                3115     5 Nov 2020 03:10:08.121               1693.002573                    -29.010                    -126.461                                        7891945.190                3116     5 Nov 2020 03:27:25.321           1690.865657                 21.542                -143.312                                    7892008.667          1037.199
                3116     5 Nov 2020 04:12:32.770               1691.079571                     22.372                      36.042                                        7891889.038                3116     5 Nov 2020 04:27:27.405           1690.796721                -21.268                  21.752                                    7892128.906           894.636
                3116     5 Nov 2020 05:14:27.867               1689.847201                    -17.148                    -160.799                                        7892048.340                3117     5 Nov 2020 05:29:24.587           1692.257883                 26.581                -175.207                                    7892067.261           896.720
                3117     5 Nov 2020 06:11:08.923               1692.439314                     27.186                       7.742                                        7892157.593                3117     5 Nov 2020 06:29:18.154           1692.055964                -25.896                  -9.983                                    7891922.607          1089.231
                3118     5 Nov 2020 07:21:11.180               1688.020711                      1.790                     163.042                                        7891820.679                3118     5 Nov 2020 07:27:42.382           1690.698151                 20.873                 156.795                                    7891829.834           391.202
                3118     5 Nov 2020 08:11:33.010               1692.313031                     26.766                     -22.480                                        7892208.862                3118     5 Nov 2020 08:33:35.463           1695.911793                -37.560                 -44.829                                    7892117.310          1322.452
                3119     5 Nov 2020 10:15:05.112               1689.860274                     17.211                     -55.939                                        7891820.068                3119     5 Nov 2020 10:35:04.938           1697.204474                -41.100                 -76.588                                    7891820.068          1199.826
                3120     5 Nov 2020 12:16:45.272               1689.087991                     13.080                     -87.378                                        7892240.601                3120     5 Nov 2020 12:33:33.114           1695.343590                -35.969                -104.240                                    7892220.459          1007.842
                3121     5 Nov 2020 14:15:57.984               1689.641177                     16.136                    -116.429                                        7891827.393                3121     5 Nov 2020 14:30:58.525           1692.617540                -27.772                -130.946                                    7892186.890           900.540
                3121     5 Nov 2020 15:15:12.274               1690.192910                    -18.737                      49.420                                        7892105.103                3122     5 Nov 2020 15:29:15.059           1691.081889                 22.381                  36.006                                    7891823.120           842.785
                3122     5 Nov 2020 16:14:17.808               1690.921566                     21.761                    -144.560                                        7891825.562                3122     5 Nov 2020 16:28:02.613           1690.135854                -18.483                -157.668                                    7892133.179           824.805
                3122     5 Nov 2020 17:14:32.821               1690.831343                    -21.406                      20.283                                        7891821.289                3123     5 Nov 2020 17:31:20.607           1692.602227                 27.722                   3.976                                    7892011.719          1007.786
                3123     5 Nov 2020 18:12:56.796               1692.215946                     26.440                    -172.924                                        7891856.079                3123     5 Nov 2020 18:24:32.533           1688.360517                 -7.486                 175.883                                    7891821.289           695.737
                3123     5 Nov 2020 19:13:24.174               1691.937023                    -25.486                      -8.311                                        7891820.679                3124     5 Nov 2020 19:31:06.436           1692.171412                 26.289                 -25.547                                    7891957.397          1062.262
                3124     5 Nov 2020 21:10:35.196               1694.791040                    -34.393                     -34.844                                        7891863.403                3125     5 Nov 2020 21:28:35.221           1690.071985                 18.195                 -52.730                                    7891939.087          1080.025
                3125     5 Nov 2020 23:08:35.186               1697.123433                    -40.880                     -61.921                                        7892050.171                3126     5 Nov 2020 23:27:08.203           1689.108381                 13.204                 -81.126                                    7892247.925          1113.017
                3126     6 Nov 2020 01:09:34.129               1696.361195                    -38.801                     -92.992                                        7892185.669                3127     6 Nov 2020 01:28:14.355           1689.551481                 15.678                -112.009                                    7891823.120          1120.225
                3127     6 Nov 2020 02:20:58.207               1688.231904                      5.998                      59.891                                        7891820.068                3127     6 Nov 2020 02:29:15.257           1690.088205                -18.269                  52.085                                    7892014.771           497.050
                3127     6 Nov 2020 03:13:19.817               1692.899679                    -28.682                    -127.359                                        7892028.198                3128     6 Nov 2020 03:30:33.166           1690.901754                 21.683                -144.132                                    7892025.757          1033.350
                3128     6 Nov 2020 04:15:34.108               1691.125260                     22.546                      35.333                                        7891925.659                3128     6 Nov 2020 04:30:33.853           1690.815333                -21.342                  20.956                                    7892123.413           899.746
                3128     6 Nov 2020 05:17:42.126               1689.753252                    -16.693                    -161.723                                        7891990.967                3129     6 Nov 2020 05:32:29.948           1692.264178                 26.602                -175.985                                    7892076.416           887.822
                3129     6 Nov 2020 06:14:12.053               1692.465602                     27.273                       7.005                                        7892203.369                3129     6 Nov 2020 06:32:28.082           1692.126995                -26.139                 -10.844                                    7892050.171          1096.028
                3130     6 Nov 2020 07:24:29.073               1688.037967                      2.423                     162.071                                        7891827.393                3130     6 Nov 2020 07:30:33.438           1690.533658                 20.198                 156.260                                    7891887.207           364.365
                3130     6 Nov 2020 08:14:40.239               1692.279721                     26.655                     -23.293                                        7891954.346                3130     6 Nov 2020 08:36:45.583           1696.001505                -37.809                 -45.714                                    7891821.289          1325.343
                3131     6 Nov 2020 10:18:14.704               1689.812861                     16.983                     -56.786                                        7891821.899                3131     6 Nov 2020 10:38:08.324           1697.177393                -41.026                 -77.321                                    7892073.975          1193.620
                3132     6 Nov 2020 12:19:50.645               1689.084421                     13.058                     -88.155                                        7892241.821                3132     6 Nov 2020 12:36:33.818           1695.271910                -35.767                -104.921                                    7892204.590          1003.173
                3133     6 Nov 2020 14:19:01.238               1689.657340                     16.218                    -117.172                                        7891892.700                3133     6 Nov 2020 14:33:58.096           1692.538354                -27.513                -131.618                                    7892185.669           896.857
                3133     6 Nov 2020 15:18:13.712               1690.231386                    -18.907                      48.708                                        7892124.634                3134     6 Nov 2020 15:32:24.323           1691.137213                 22.592                  35.160                                    7892039.185           850.611
                3134     6 Nov 2020 16:17:19.932               1690.956458                     21.897                    -145.283                                        7892117.310                3134     6 Nov 2020 16:31:01.721           1690.073074                -18.200                -158.342                                    7892125.854           821.789
                3134     6 Nov 2020 17:17:36.287               1690.849264                    -21.477                      19.537                                        7891827.393                3135     6 Nov 2020 17:34:27.349           1692.629176                 27.810                   3.172                                    7891862.183          1011.062
                3135     6 Nov 2020 18:16:00.697               1692.230654                     26.490                    -173.676                                        7891934.814                3135     6 Nov 2020 18:27:30.104           1688.326923                 -7.127                 175.227                                    7891833.496           689.406
                3135     6 Nov 2020 19:16:25.651               1691.985388                    -25.654                      -9.019                                        7892107.544                3136     6 Nov 2020 19:34:07.057           1692.110025                 26.081                 -26.239                                    7892188.110          1061.406
                3136     6 Nov 2020 21:13:34.343               1694.887662                    -34.671                     -35.495                                        7892202.759                3137     6 Nov 2020 21:31:35.782           1690.025441                 17.983                 -53.428                                    7891986.694          1081.439
                3137     6 Nov 2020 23:11:38.819               1697.146179                    -40.942                     -62.660                                        7891920.166                3138     6 Nov 2020 23:30:14.134           1689.116488                 13.253                 -81.912                                    7892230.835          1115.315
                3138     7 Nov 2020 01:12:41.492               1696.318774                    -38.685                     -93.818                                        7892177.734                3139     7 Nov 2020 01:31:21.935           1689.576552                 15.807                -112.823                                    7891824.951          1120.443
                3139     7 Nov 2020 02:23:50.031               1688.283803                      6.638                      59.324                                        7891821.899                3139     7 Nov 2020 02:32:23.088           1690.119564                -18.410                  51.266                                    7892127.686           513.057
                3139     7 Nov 2020 03:16:29.494               1692.827893                    -28.453                    -128.218                                        7891821.899                3140     7 Nov 2020 03:33:41.203           1690.940421                 21.835                -144.956                                    7892055.054          1031.709
                3140     7 Nov 2020 04:18:35.260               1691.173615                     22.730                      34.628                                        7891923.828                3140     7 Nov 2020 04:33:40.322           1690.834246                -21.417                  20.159                                    7892127.075           905.062
                3140     7 Nov 2020 05:20:56.390               1689.661478                    -16.239                    -162.647                                        7891820.068                3141     7 Nov 2020 05:35:35.036           1692.266519                 26.610                -176.759                                    7892072.754           878.646
                3141     7 Nov 2020 06:17:14.360               1692.504053                     27.400                       6.282                                        7892221.680                3141     7 Nov 2020 06:35:38.330           1692.203090                -26.397                 -11.711                                    7891820.068          1103.971
                3142     7 Nov 2020 07:27:59.247               1688.086403                      3.657                     160.911                                        7891821.899                3142     7 Nov 2020 07:33:22.839           1690.354821                 19.443                 155.751                                    7891840.210           323.593
                3142     7 Nov 2020 08:17:47.693               1692.243270                     26.532                     -24.109                                        7891986.084                3142     7 Nov 2020 08:39:55.763           1696.092442                -38.061                 -46.601                                    7891829.224          1328.070
                3143     7 Nov 2020 10:21:24.790               1689.761090                     16.732                     -57.641                                        7892015.991                3143     7 Nov 2020 10:41:11.686           1697.149883                -40.952                 -78.055                                    7891820.068          1186.896
                3144     7 Nov 2020 12:22:55.630               1689.083946                     13.055                     -88.927                                        7892232.056                3144     7 Nov 2020 12:39:34.258           1695.195933                -35.551                -105.597                                    7892194.824           998.629
                3145     7 Nov 2020 14:22:04.441               1689.674079                     16.302                    -117.915                                        7891820.068                3145     7 Nov 2020 14:36:57.611           1692.458829                -27.251                -132.289                                    7892184.448           893.170
                3145     7 Nov 2020 15:21:15.449               1690.266819                    -19.062                      47.991                                        7892138.062                3146     7 Nov 2020 15:35:35.162           1691.213255                 22.879                  34.287                                    7891904.297           859.713
                3146     7 Nov 2020 16:20:22.631               1690.984318                     22.005                    -146.015                                        7892062.988                3146     7 Nov 2020 16:34:00.813           1690.010950                -17.916                -159.015                                    7892120.361           818.182
                3146     7 Nov 2020 17:20:40.866               1690.853522                    -21.494                      18.772                                        7891822.510                3147     7 Nov 2020 17:37:34.219           1692.658094                 27.904                   2.366                                    7891865.234          1013.353
                3147     7 Nov 2020 18:19:04.662               1692.244466                     26.536                    -174.429                                        7892035.522                3147     7 Nov 2020 18:30:28.707           1688.299339                 -6.818                 174.555                                    7891820.068           684.045
                3147     7 Nov 2020 19:19:26.938               1692.036664                    -25.830                      -9.725                                        7892103.271                3148     7 Nov 2020 19:37:07.160           1692.041651                 25.847                 -26.923                                    7892151.489          1060.222
                3148     7 Nov 2020 21:16:32.762               1694.996847                    -34.984                     -36.131                                        7891820.068                3149     7 Nov 2020 21:34:36.246           1689.978352                 17.766                 -54.125                                    7891946.411          1083.484
                3149     7 Nov 2020 23:14:42.453               1697.168893                    -41.003                     -63.400                                        7891821.899                3150     7 Nov 2020 23:33:19.664           1689.121381                 13.283                 -82.693                                    7891821.899          1117.211
                3150     8 Nov 2020 01:15:49.306               1696.268551                    -38.546                     -94.653                                        7892141.724                3151     8 Nov 2020 01:34:28.378           1689.590971                 15.881                -113.618                                    7891836.548          1119.072
                3151     8 Nov 2020 02:26:43.128               1688.335084                      7.216                      58.738                                        7891939.087                3151     8 Nov 2020 02:35:30.935           1690.151310                -18.552                  50.447                                    7891995.850           527.807
                3151     8 Nov 2020 03:19:37.867               1692.776033                    -28.286                    -129.053                                        7892125.244                3152     8 Nov 2020 03:36:49.030           1690.976669                 21.976                -145.776                                    7891869.507          1031.163
                3152     8 Nov 2020 04:21:33.703               1691.257397                     23.044                      33.970                                        7892126.465                3152     8 Nov 2020 04:36:46.589           1690.850729                -21.483                  19.366                                    7892144.775           912.886
                3152     8 Nov 2020 05:24:09.862               1689.579458                    -15.822                    -163.557                                        7892052.002                3153     8 Nov 2020 05:38:40.125           1692.268895                 26.618                -177.532                                    7892072.754           870.263
                3153     8 Nov 2020 06:20:16.887               1692.539375                     27.516                       5.556                                        7892238.159                3153     8 Nov 2020 06:38:48.131           1692.273231                -26.633                 -12.570                                    7891820.068          1111.245
                3154     8 Nov 2020 07:31:53.245               1688.236285                      6.055                     159.381                                        7891829.834                3154     8 Nov 2020 07:36:02.995           1690.081350                 18.238                 155.394                                    7891821.289           249.750
                3154     8 Nov 2020 08:20:55.341               1692.204148                     26.400                     -24.929                                        7892020.264                3154     8 Nov 2020 08:43:09.647           1696.247840                -38.489                 -47.571                                    7892126.465          1334.305
                3155     8 Nov 2020 10:24:35.107               1689.707721                     16.469                     -58.500                                        7892226.563                3155     8 Nov 2020 10:44:15.013           1697.121767                -40.876                 -78.787                                    7891820.679          1179.906
                3156     8 Nov 2020 12:26:00.322               1689.085801                     13.066                     -89.694                                        7892229.614                3156     8 Nov 2020 12:42:34.414           1695.115325                -35.322                -106.267                                    7892183.838           994.092
                3157     8 Nov 2020 14:25:07.672               1689.690621                     16.384                    -118.657                                        7892138.672                3157     8 Nov 2020 14:39:57.069           1692.378978                -26.986                -132.960                                    7892179.565           889.397
                3157     8 Nov 2020 15:24:17.450               1690.299526                    -19.205                      47.269                                        7892152.100                3158     8 Nov 2020 15:38:49.646           1691.337732                 23.343                  33.350                                    7891916.504           872.196
                3158     8 Nov 2020 16:23:25.766               1691.006795                     22.092                    -146.754                                        7891911.621                3158     8 Nov 2020 16:36:59.888           1689.949492                -17.631                -159.689                                    7892125.854           814.122
                3158     8 Nov 2020 17:23:45.501               1690.857098                    -21.508                      18.007                                        7891820.679                3159     8 Nov 2020 17:40:41.232           1692.689198                 28.005                   1.557                                    7892121.582          1015.731
                3159     8 Nov 2020 18:22:08.679               1692.257550                     26.580                    -175.183                                        7891820.068                3159     8 Nov 2020 18:33:26.752           1688.270677                 -6.482                 173.892                                    7891834.717           678.073
                3159     8 Nov 2020 19:22:28.118               1692.089704                    -26.011                     -10.428                                        7891947.021                3160     8 Nov 2020 19:40:06.658           1691.965213                 25.584                 -27.596                                    7891909.790          1058.539
                3160     8 Nov 2020 21:19:31.351               1695.103589                    -35.289                     -36.769                                        7892000.122                3161     8 Nov 2020 21:37:36.606           1689.930672                 17.543                 -54.820                                    7892242.432          1085.255
                3161     8 Nov 2020 23:17:46.095               1697.191487                    -41.064                     -64.140                                        7892163.086                3162     8 Nov 2020 23:36:23.761           1689.114690                 13.242                 -83.450                                    7891821.289          1117.666
                3162     9 Nov 2020 01:18:59.032               1696.185177                    -38.317                     -95.531                                        7892115.479                3163     9 Nov 2020 01:37:34.720           1689.604482                 15.950                -114.411                                    7891850.586          1115.688
                3163     9 Nov 2020 02:29:29.608               1688.423388                      8.117                      58.255                                        7891837.158                3163     9 Nov 2020 02:38:38.794           1690.183382                -18.695                  49.627                                    7892014.160           549.185
                3163     9 Nov 2020 03:22:46.733               1692.717001                    -28.095                    -129.897                                        7892087.402                3164     9 Nov 2020 03:39:55.952           1691.001724                 22.073                -146.581                                    7891924.438          1029.219
                3164     9 Nov 2020 04:24:32.127               1691.342304                     23.360                      33.313                                        7891820.068                3164     9 Nov 2020 04:39:51.806           1690.854320                -21.497                  18.590                                    7892142.944           919.678
                3164     9 Nov 2020 05:27:20.454               1689.526130                    -15.546                    -164.419                                        7892009.277                3165     9 Nov 2020 05:41:45.220           1692.271335                 26.626                -178.306                                    7891978.149           864.766
                3165     9 Nov 2020 06:23:19.608               1692.571912                     27.623                       4.826                                        7892257.080                3165     9 Nov 2020 06:41:57.542           1692.338129                -26.850                 -13.422                                    7892103.882          1117.933
                3166     9 Nov 2020 07:35:56.551               1688.509058                      8.906                     157.700                                        7891820.679                3166     9 Nov 2020 07:38:46.657           1689.858562                 17.202                 154.975                                    7891877.441           170.106
                3166     9 Nov 2020 08:24:03.850               1692.152860                     26.226                     -25.765                                        7892126.465                3166     9 Nov 2020 08:46:22.168           1696.379969                -38.853                 -48.513                                    7892080.688          1338.318
                3167     9 Nov 2020 10:27:43.595               1689.672869                     16.296                     -59.329                                        7891831.055                3167     9 Nov 2020 10:47:18.297           1697.092894                -40.797                 -79.519                                    7892115.479          1174.702
                3168     9 Nov 2020 12:29:05.028               1689.087548                     13.077                     -90.461                                        7892226.563                3168     9 Nov 2020 12:45:34.694           1695.037014                -35.099                -106.941                                    7892167.358           989.666
                3169     9 Nov 2020 14:28:11.299               1689.703338                     16.447                    -119.407                                        7892219.238                3169     9 Nov 2020 14:42:56.586           1692.300511                -26.724                -133.631                                    7892025.757           885.287
                3169     9 Nov 2020 15:27:19.686               1690.329789                    -19.335                      46.544                                        7892155.762                3170     9 Nov 2020 15:42:02.515           1691.442614                 23.729                  32.441                                    7891820.679           882.829
                3170     9 Nov 2020 16:26:29.061               1691.027328                     22.172                    -147.497                                        7892147.217                3170     9 Nov 2020 16:39:58.949           1689.888743                -17.346                -160.363                                    7891961.060           809.888
                3170     9 Nov 2020 17:26:50.132               1690.860716                    -21.522                      17.241                                        7891822.510                3171     9 Nov 2020 17:43:47.886           1692.715006                 28.089                   0.754                                    7892035.522          1017.753
                3171     9 Nov 2020 18:25:13.152               1692.264061                     26.602                    -175.945                                        7892069.092                3171     9 Nov 2020 18:36:24.176           1688.241048                 -6.116                 173.238                                    7891821.289           671.023
                3171     9 Nov 2020 19:25:28.685               1692.151762                    -26.223                     -11.119                                        7892130.127                3172     9 Nov 2020 19:43:07.092           1691.902386                 25.366                 -28.286                                    7891938.477          1058.408
                3172     9 Nov 2020 21:22:30.094               1695.208076                    -35.586                     -37.409                                        7892036.133                3173     9 Nov 2020 21:40:36.892           1689.882754                 17.317                 -55.514                                    7891820.068          1086.798
                3173     9 Nov 2020 23:20:49.867               1697.211790                    -41.119                     -64.883                                        7891820.068                3174     9 Nov 2020 23:39:27.864           1689.108066                 13.202                 -84.207                                    7891904.907          1117.997
                3174    10 Nov 2020 01:22:09.160               1696.094984                    -38.068                     -96.418                                        7891904.297                3175    10 Nov 2020 01:40:40.971           1689.617171                 16.015                -115.204                                    7891864.014          1111.811
                3175    10 Nov 2020 02:32:13.310               1688.537448                      9.153                      57.817                                        7891862.793                3175    10 Nov 2020 02:41:47.687           1690.227099                -18.888                  48.791                                    7892138.672           574.377
                3175    10 Nov 2020 03:25:56.893               1692.638988                    -27.842                    -130.764                                        7891826.172                3176    10 Nov 2020 03:43:02.670           1691.024288                 22.160                -147.383                                    7892116.699          1025.778
                3176    10 Nov 2020 04:27:31.155               1691.420091                     23.646                      32.646                                        7892155.762                3176    10 Nov 2020 04:42:57.026           1690.857952                -21.511                  17.815                                    7892149.048           925.871
                3176    10 Nov 2020 05:30:31.127               1689.472899                    -15.266                    -165.283                                        7891882.935                3177    10 Nov 2020 05:44:51.797           1692.295190                 26.706                -179.106                                    7892066.040           860.670
                3177    10 Nov 2020 06:26:22.728               1692.598632                     27.710                       4.089                                        7891820.068                3177    10 Nov 2020 06:45:08.386           1692.424309                -27.137                 -14.301                                    7891822.510          1125.657
                3178    10 Nov 2020 08:27:14.522               1692.071112                     25.948                     -26.639                                        7892082.520                3178    10 Nov 2020 08:49:33.652           1696.494295                -39.166                 -49.432                                    7891823.730          1339.129
                3179    10 Nov 2020 10:30:52.478               1689.634532                     16.103                     -60.164                                        7891907.959                3179    10 Nov 2020 10:50:21.274           1697.058637                -40.704                 -80.243                                    7892135.010          1168.796
                3180    10 Nov 2020 12:32:09.747               1689.089197                     13.087                     -91.228                                        7892223.511                3180    10 Nov 2020 12:48:34.913           1694.957874                -34.873                -107.613                                    7892149.048           985.166
                3181    10 Nov 2020 14:31:15.103               1689.714366                     16.502                    -120.159                                        7892083.740                3181    10 Nov 2020 14:45:56.271           1692.224962                -26.470                -134.307                                    7892096.558           881.168
                3181    10 Nov 2020 15:30:21.883               1690.360663                    -19.468                      45.819                                        7891820.068                3182    10 Nov 2020 15:45:14.183           1691.532647                 24.056                  31.552                                    7891924.438           892.299
                3182    10 Nov 2020 16:29:32.488               1691.046249                     22.244                    -148.242                                        7892157.593                3182    10 Nov 2020 16:42:57.566           1689.824360                -17.039                -161.029                                    7892061.768           805.078
                3182    10 Nov 2020 17:29:54.726               1690.864804                    -21.538                      16.476                                        7892160.645                3183    10 Nov 2020 17:46:54.655           1692.742600                 28.178                  -0.051                                    7892108.765          1019.929
                3183    10 Nov 2020 18:28:17.917               1692.266382                     26.610                    -176.713                                        7892061.768                3183    10 Nov 2020 18:39:20.905           1688.210620                 -5.715                 172.594                                    7891825.562           662.988
                3183    10 Nov 2020 19:28:29.422               1692.211721                    -26.426                     -11.814                                        7892144.165                3184    10 Nov 2020 19:46:08.595           1691.854765                 25.200                 -28.995                                    7892305.298          1059.174
                3184    10 Nov 2020 21:25:29.569               1695.300478                    -35.847                     -38.065                                        7892061.768                3185    10 Nov 2020 21:43:38.103           1689.844778                 17.137                 -56.223                                    7891820.068          1088.534
                3185    10 Nov 2020 23:23:53.816               1697.228986                    -41.166                     -65.631                                        7892114.868                3186    10 Nov 2020 23:42:31.975           1689.101521                 13.162                 -84.965                                    7891934.204          1118.159
                3186    11 Nov 2020 01:25:19.755               1695.996889                    -37.796                     -97.314                                        7891832.275                3187    11 Nov 2020 01:43:47.449           1689.632085                 16.090                -115.999                                    7891821.289          1107.694
                3187    11 Nov 2020 02:35:01.128               1688.638986                      9.988                      57.315                                        7891821.289                3187    11 Nov 2020 02:44:56.326           1690.268363                -19.069                  47.958                                    7892156.982           595.199
                3187    11 Nov 2020 03:29:09.009               1692.532566                    -27.494                    -131.668                                        7891831.055                3188    11 Nov 2020 03:46:09.224           1691.044839                 22.239                -148.181                                    7891826.172          1020.215
                3188    11 Nov 2020 04:30:30.704               1691.491626                     23.907                      31.970                                        7892164.307                3188    11 Nov 2020 04:46:02.250           1690.861629                -21.526                  17.039                                    7892145.996           931.546
                3188    11 Nov 2020 05:33:41.886               1689.419764                    -14.981                    -166.148                                        7891826.782                3189    11 Nov 2020 05:47:58.686           1692.323622                 26.802                -179.913                                    7891820.679           856.801
                3189    11 Nov 2020 06:29:26.006               1692.623058                     27.790                       3.349                                        7892160.645                3189    11 Nov 2020 06:48:19.118           1692.509464                -27.418                 -15.178                                    7891854.248          1133.112
                3190    11 Nov 2020 08:30:26.434               1691.972543                     25.609                     -27.535                                        7891829.834                3190    11 Nov 2020 08:52:41.465           1696.544719                -39.304                 -50.268                                    7891821.289          1335.031
